date,depot,categorie,produit,quantite,prix_unitaire,montant
2025-11-04,Marrakech,Boissons,Eau minérale 1.5L x6 (pack),3,27.0,81.0
2025-11-05,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,5,88.0,440.0
2025-11-05,Marrakech,Conserves,Sardines à l'huile x50,9,268.0,2412.0
2025-11-05,Rabat,Riz & Pâtes,Riz long grain 25kg,8,285.0,2280.0
2025-11-05,Rabat,Farines,Farine de blé T55 25kg,6,172.0,1032.0
2025-11-05,Marrakech,Conserves,Tomate concentrée 4.5kg x6,1,240.0,240.0
2025-11-05,Marrakech,Épicerie sucrée,Miel pur 1kg x6,15,313.5,4702.5
2025-11-05,Rabat,Farines,Farine de blé T55 25kg,2,172.0,344.0
2025-11-05,Rabat,Conserves,Thon entier à l'huile x24,12,432.0,5184.0
2025-11-05,Rabat,Légumineuses,Haricots blancs 1kg x12,18,115.9,2086.2
2025-11-05,Marrakech,Légumineuses,Lentilles vertes 1kg x12,4,126.0,504.0
2025-11-05,Casablanca,Laitiers,Fromage fondu x48,9,158.0,1422.0
2025-11-05,Casablanca,Condiments,Vinaigre 1L x12,12,54.0,648.0
2025-11-05,Casablanca,Sucres,Sucre en morceaux 5kg,1,47.0,47.0
2025-11-05,Casablanca,Laitiers,Beurre 200g x40,60,281.2,16872.0
2025-11-06,Rabat,Riz & Pâtes,Couscous moyen 25kg,4,255.0,1020.0
2025-11-06,Casablanca,Biscuiterie,Biscuits fourrés x36,11,115.0,1265.0
2025-11-06,Marrakech,Légumineuses,Lentilles vertes 1kg x12,1,126.0,126.0
2025-11-06,Rabat,Boissons,Eau minérale 1.5L x6 (pack),3,27.0,81.0
2025-11-06,Casablanca,Huiles,Huile d'olive extra vierge 1L,5,89.0,445.0
2025-11-06,Casablanca,Huiles,Huile d'olive extra vierge 1L,4,89.0,356.0
2025-11-06,Rabat,Laitiers,Fromage fondu x48,65,158.0,10270.0
2025-11-06,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,19,85.5,1624.5
2025-11-06,Casablanca,Légumineuses,Lentilles vertes 1kg x12,8,126.0,1008.0
2025-11-06,Rabat,Condiments,Vinaigre 1L x12,4,54.0,216.0
2025-11-06,Marrakech,Légumineuses,Haricots blancs 1kg x12,3,122.0,366.0
2025-11-06,Rabat,Condiments,Vinaigre 1L x12,8,54.0,432.0
2025-11-06,Casablanca,Épicerie sucrée,Miel pur 1kg x6,9,330.0,2970.0
2025-11-07,Marrakech,Huiles,Huile de tournesol 5L,5,92.0,460.0
2025-11-07,Casablanca,Épicerie sucrée,Miel pur 1kg x6,1,330.0,330.0
2025-11-07,Casablanca,Riz & Pâtes,Couscous moyen 25kg,58,242.25,14050.5
2025-11-07,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,2,245.0,490.0
2025-11-07,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,1,360.0,360.0
2025-11-07,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,2,90.0,180.0
2025-11-07,Rabat,Conserves,Thon entier à l'huile x24,23,410.4,9439.2
2025-11-07,Casablanca,Condiments,Vinaigre 1L x12,54,51.3,2770.2
2025-11-07,Casablanca,Légumineuses,Pois chiches 1kg x12,45,112.1,5044.5
2025-11-07,Marrakech,Conserves,Thon entier à l'huile x24,25,410.4,10260.0
2025-11-07,Marrakech,Farines,Farine de blé T55 25kg,24,172.0,4128.0
2025-11-07,Marrakech,Huiles,Huile de tournesol 5L,2,92.0,184.0
2025-11-07,Casablanca,Farines,Farine de blé T45 10kg,42,71.25,2992.5
2025-11-07,Rabat,Condiments,Vinaigre 1L x12,4,54.0,216.0
2025-11-08,Rabat,Sucres,Sucre granulé 50kg,6,355.0,2130.0
2025-11-08,Casablanca,Sucres,Sucre granulé 50kg,26,337.25,8768.5
2025-11-08,Casablanca,Boissons,Soda cola 1L x12,8,99.0,792.0
2025-11-08,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,13,245.0,3185.0
2025-11-08,Marrakech,Riz & Pâtes,Riz long grain 25kg,4,285.0,1140.0
2025-11-08,Rabat,Sucres,Sucre en morceaux 5kg,3,47.0,141.0
2025-11-08,Rabat,Huiles,Huile de tournesol 5L,3,92.0,276.0
2025-11-08,Marrakech,Farines,Farine de blé T45 10kg,8,75.0,600.0
2025-11-08,Marrakech,Condiments,Sel de table 1kg x24,14,46.0,644.0
2025-11-08,Marrakech,Légumineuses,Pois chiches 1kg x12,4,118.0,472.0
2025-11-08,Rabat,Laitiers,Lait en poudre 2.5kg,2,168.0,336.0
2025-11-08,Rabat,Boissons,Eau minérale 1.5L x6 (pack),25,25.65,641.25
2025-11-08,Marrakech,Laitiers,Beurre 200g x40,2,296.0,592.0
2025-11-09,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),24,25.65,615.6
2025-11-09,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,7,88.0,616.0
2025-11-09,Casablanca,Huiles,Huile de tournesol 5L,22,92.0,2024.0
2025-11-10,Rabat,Biscuiterie,Gaufrettes chocolat x48,8,134.0,1072.0
2025-11-10,Casablanca,Laitiers,Lait en poudre 2.5kg,5,168.0,840.0
2025-11-10,Marrakech,Boissons,Jus d'orange 1L x12,10,105.0,1050.0
2025-11-10,Rabat,Farines,Farine de blé T45 10kg,9,75.0,675.0
2025-11-10,Casablanca,Sucres,Sucre en morceaux 5kg,9,47.0,423.0
2025-11-10,Casablanca,Biscuiterie,Biscuits fourrés x36,10,115.0,1150.0
2025-11-10,Casablanca,Riz & Pâtes,Riz long grain 25kg,3,285.0,855.0
2025-11-11,Casablanca,Laitiers,Fromage fondu x48,9,158.0,1422.0
2025-11-11,Rabat,Biscuiterie,Gaufrettes chocolat x48,9,134.0,1206.0
2025-11-11,Rabat,Conserves,Thon entier à l'huile x24,6,432.0,2592.0
2025-11-11,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,5,88.0,440.0
2025-11-11,Rabat,Farines,Farine de blé T45 10kg,2,75.0,150.0
2025-11-11,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,11,88.0,968.0
2025-11-11,Rabat,Laitiers,Fromage fondu x48,28,150.1,4202.8
2025-11-12,Casablanca,Riz & Pâtes,Riz long grain 25kg,28,270.75,7581.0
2025-11-12,Rabat,Conserves,Thon entier à l'huile x24,12,432.0,5184.0
2025-11-12,Rabat,Laitiers,Lait en poudre 2.5kg,17,168.0,2856.0
2025-11-12,Casablanca,Légumineuses,Lentilles vertes 1kg x12,18,126.0,2268.0
2025-11-12,Marrakech,Laitiers,Lait en poudre 2.5kg,11,168.0,1848.0
2025-11-12,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,22,90.0,1980.0
2025-11-12,Marrakech,Condiments,Épices ras el hanout 500g x10,5,148.0,740.0
2025-11-13,Rabat,Thés & Cafés,Café moulu 1kg,7,125.0,875.0
2025-11-13,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,8,90.0,720.0
2025-11-13,Casablanca,Huiles,Huile d'olive extra vierge 1L,3,89.0,267.0
2025-11-13,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,3,360.0,1080.0
2025-11-13,Casablanca,Farines,Farine de blé T55 25kg,9,172.0,1548.0
2025-11-13,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,7,245.0,1715.0
2025-11-13,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),3,27.0,81.0
2025-11-13,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,27,83.6,2257.2
2025-11-13,Casablanca,Laitiers,Beurre 200g x40,6,296.0,1776.0
2025-11-13,Rabat,Biscuiterie,Biscuits fourrés x36,4,115.0,460.0
2025-11-13,Casablanca,Laitiers,Lait UHT 1L x12,21,85.5,1795.5
2025-11-13,Rabat,Farines,Farine de blé T45 10kg,25,75.0,1875.0
2025-11-14,Casablanca,Légumineuses,Pois chiches 1kg x12,1,118.0,118.0
2025-11-14,Casablanca,Biscuiterie,Biscuits fourrés x36,3,115.0,345.0
2025-11-14,Casablanca,Boissons,Jus d'orange 1L x12,9,105.0,945.0
2025-11-14,Marrakech,Condiments,Sel de table 1kg x24,12,46.0,552.0
2025-11-14,Rabat,Légumineuses,Haricots blancs 1kg x12,24,115.9,2781.6
2025-11-14,Rabat,Épicerie sucrée,Miel pur 1kg x6,4,330.0,1320.0
2025-11-14,Rabat,Légumineuses,Haricots blancs 1kg x12,24,115.9,2781.6
2025-11-14,Casablanca,Boissons,Jus d'orange 1L x12,49,99.75,4887.75
2025-11-14,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,12,160.0,1920.0
2025-11-14,Casablanca,Biscuiterie,Chocolat tablette 100g x50,8,220.0,1760.0
2025-11-14,Casablanca,Légumineuses,Lentilles vertes 1kg x12,6,126.0,756.0
2025-11-14,Marrakech,Biscuiterie,Biscuits fourrés x36,2,115.0,230.0
2025-11-14,Marrakech,Condiments,Épices ras el hanout 500g x10,21,140.6,2952.6
2025-11-14,Rabat,Biscuiterie,Biscuits fourrés x36,18,115.0,2070.0
2025-11-14,Casablanca,Thés & Cafés,Café moulu 1kg,2,125.0,250.0
2025-11-14,Marrakech,Conserves,Sardines à l'huile x50,4,268.0,1072.0
2025-11-14,Casablanca,Laitiers,Lait UHT 1L x12,12,90.0,1080.0
2025-11-14,Rabat,Biscuiterie,Gaufrettes chocolat x48,11,134.0,1474.0
2025-11-14,Casablanca,Condiments,Olives vertes 5kg,2,110.0,220.0
2025-11-15,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,1,245.0,245.0
2025-11-15,Casablanca,Biscuiterie,Gaufrettes chocolat x48,1,134.0,134.0
2025-11-15,Rabat,Riz & Pâtes,Couscous moyen 25kg,3,255.0,765.0
2025-11-15,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,3,88.0,264.0
2025-11-15,Rabat,Épicerie sucrée,Confiture abricot 850g x12,2,160.0,320.0
2025-11-15,Rabat,Boissons,Jus d'orange 1L x12,3,105.0,315.0
2025-11-15,Casablanca,Condiments,Vinaigre 1L x12,5,54.0,270.0
2025-11-16,Rabat,Conserves,Tomate concentrée 4.5kg x6,23,228.0,5244.0
2025-11-16,Casablanca,Sucres,Sucre en morceaux 5kg,18,44.65,803.7
2025-11-16,Marrakech,Boissons,Eau minérale 1.5L x6 (pack),9,27.0,243.0
2025-11-16,Rabat,Légumineuses,Pois chiches 1kg x12,23,118.0,2714.0
2025-11-16,Rabat,Conserves,Sardines à l'huile x50,7,268.0,1876.0
2025-11-16,Rabat,Biscuiterie,Biscuits fourrés x36,77,109.25,8412.25
2025-11-16,Marrakech,Conserves,Tomate concentrée 4.5kg x6,9,240.0,2160.0
2025-11-16,Casablanca,Riz & Pâtes,Riz long grain 25kg,14,285.0,3990.0
2025-11-17,Casablanca,Biscuiterie,Gaufrettes chocolat x48,10,134.0,1340.0
2025-11-17,Marrakech,Huiles,Huile d'olive extra vierge 1L,5,89.0,445.0
2025-11-17,Casablanca,Conserves,Sardines à l'huile x50,54,254.6,13748.4
2025-11-17,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,9,245.0,2205.0
2025-11-17,Casablanca,Biscuiterie,Gaufrettes chocolat x48,4,134.0,536.0
2025-11-17,Casablanca,Farines,Farine de blé T55 25kg,35,163.4,5719.0
2025-11-17,Marrakech,Huiles,Huile de tournesol 5L,5,92.0,460.0
2025-11-17,Casablanca,Huiles,Huile d'olive extra vierge 1L,3,89.0,267.0
2025-11-17,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,3,160.0,480.0
2025-11-17,Casablanca,Condiments,Vinaigre 1L x12,43,51.3,2205.9
2025-11-17,Casablanca,Épicerie sucrée,Miel pur 1kg x6,2,330.0,660.0
2025-11-17,Rabat,Laitiers,Fromage fondu x48,8,158.0,1264.0
2025-11-17,Casablanca,Huiles,Huile de tournesol 5L,2,92.0,184.0
2025-11-17,Casablanca,Conserves,Tomate concentrée 4.5kg x6,12,240.0,2880.0
2025-11-17,Casablanca,Riz & Pâtes,Couscous moyen 25kg,42,242.25,10174.5
2025-11-18,Casablanca,Épicerie sucrée,Miel pur 1kg x6,3,330.0,990.0
2025-11-18,Rabat,Conserves,Tomate concentrée 4.5kg x6,2,240.0,480.0
2025-11-18,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,8,360.0,2880.0
2025-11-18,Casablanca,Boissons,Soda cola 1L x12,2,99.0,198.0
2025-11-18,Marrakech,Épicerie sucrée,Confiture abricot 850g x12,15,160.0,2400.0
2025-11-18,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,2,360.0,720.0
2025-11-18,Casablanca,Farines,Farine de blé T55 25kg,26,163.4,4248.4
2025-11-18,Rabat,Conserves,Thon entier à l'huile x24,5,432.0,2160.0
2025-11-18,Casablanca,Conserves,Thon entier à l'huile x24,2,432.0,864.0
2025-11-18,Casablanca,Riz & Pâtes,Riz long grain 25kg,1,285.0,285.0
2025-11-18,Casablanca,Farines,Farine de blé T55 25kg,2,172.0,344.0
2025-11-18,Marrakech,Légumineuses,Lentilles vertes 1kg x12,12,126.0,1512.0
2025-11-18,Rabat,Conserves,Sardines à l'huile x50,4,268.0,1072.0
2025-11-18,Marrakech,Laitiers,Beurre 200g x40,25,296.0,7400.0
2025-11-18,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,1,90.0,90.0
2025-11-18,Rabat,Huiles,Huile de tournesol 5L,5,92.0,460.0
2025-11-18,Casablanca,Condiments,Olives vertes 5kg,7,110.0,770.0
2025-11-18,Marrakech,Boissons,Eau minérale 1.5L x6 (pack),8,27.0,216.0
2025-11-18,Marrakech,Huiles,Huile de tournesol 5L,37,87.4,3233.8
2025-11-18,Rabat,Biscuiterie,Biscuits fourrés x36,27,115.0,3105.0
2025-11-19,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,31,342.0,10602.0
2025-11-19,Marrakech,Épicerie sucrée,Miel pur 1kg x6,6,330.0,1980.0
2025-11-19,Rabat,Laitiers,Beurre 200g x40,4,296.0,1184.0
2025-11-19,Rabat,Sucres,Sucre en morceaux 5kg,9,47.0,423.0
2025-11-19,Casablanca,Laitiers,Fromage fondu x48,5,158.0,790.0
2025-11-19,Marrakech,Farines,Farine de blé T55 25kg,2,172.0,344.0
2025-11-19,Rabat,Épicerie sucrée,Confiture abricot 850g x12,5,160.0,800.0
2025-11-19,Casablanca,Boissons,Soda cola 1L x12,14,99.0,1386.0
2025-11-19,Casablanca,Légumineuses,Lentilles vertes 1kg x12,10,126.0,1260.0
2025-11-19,Marrakech,Huiles,Huile de tournesol 5L,7,92.0,644.0
2025-11-19,Marrakech,Farines,Farine de blé T45 10kg,7,75.0,525.0
2025-11-19,Casablanca,Huiles,Huile de tournesol 5L,44,87.4,3845.6
2025-11-19,Rabat,Condiments,Sel de table 1kg x24,29,43.7,1267.3
2025-11-19,Rabat,Conserves,Tomate concentrée 4.5kg x6,1,240.0,240.0
2025-11-19,Rabat,Thés & Cafés,Café moulu 1kg,11,125.0,1375.0
2025-11-19,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,6,360.0,2160.0
2025-11-20,Casablanca,Laitiers,Beurre 200g x40,26,281.2,7311.2
2025-11-20,Marrakech,Conserves,Thon entier à l'huile x24,5,432.0,2160.0
2025-11-20,Marrakech,Légumineuses,Lentilles vertes 1kg x12,7,126.0,882.0
2025-11-20,Rabat,Laitiers,Beurre 200g x40,10,296.0,2960.0
2025-11-20,Casablanca,Laitiers,Lait en poudre 2.5kg,6,168.0,1008.0
2025-11-20,Rabat,Riz & Pâtes,Riz long grain 25kg,12,285.0,3420.0
2025-11-20,Casablanca,Biscuiterie,Gaufrettes chocolat x48,5,134.0,670.0
2025-11-20,Rabat,Légumineuses,Lentilles vertes 1kg x12,22,119.7,2633.4
2025-11-20,Marrakech,Farines,Farine de blé T55 25kg,8,172.0,1376.0
2025-11-21,Casablanca,Laitiers,Lait UHT 1L x12,3,90.0,270.0
2025-11-21,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,8,90.0,720.0
2025-11-21,Casablanca,Laitiers,Beurre 200g x40,8,296.0,2368.0
2025-11-21,Marrakech,Légumineuses,Pois chiches 1kg x12,10,118.0,1180.0
2025-11-21,Rabat,Biscuiterie,Chocolat tablette 100g x50,8,220.0,1760.0
2025-11-21,Rabat,Laitiers,Lait en poudre 2.5kg,17,159.6,2713.2
2025-11-21,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,10,360.0,3600.0
2025-11-21,Rabat,Riz & Pâtes,Couscous moyen 25kg,21,255.0,5355.0
2025-11-21,Casablanca,Épicerie sucrée,Miel pur 1kg x6,2,330.0,660.0
2025-11-21,Casablanca,Conserves,Sardines à l'huile x50,3,268.0,804.0
2025-11-21,Casablanca,Laitiers,Lait UHT 1L x12,3,90.0,270.0
2025-11-21,Marrakech,Conserves,Sardines à l'huile x50,30,254.6,7638.0
2025-11-21,Rabat,Condiments,Olives vertes 5kg,25,110.0,2750.0
2025-11-21,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,4,88.0,352.0
2025-11-21,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,1,88.0,88.0
2025-11-22,Marrakech,Sucres,Sucre en morceaux 5kg,10,47.0,470.0
2025-11-22,Casablanca,Légumineuses,Lentilles vertes 1kg x12,2,126.0,252.0
2025-11-22,Rabat,Épicerie sucrée,Miel pur 1kg x6,6,330.0,1980.0
2025-11-22,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,11,90.0,990.0
2025-11-22,Casablanca,Biscuiterie,Chocolat tablette 100g x50,3,220.0,660.0
2025-11-22,Casablanca,Conserves,Sardines à l'huile x50,8,268.0,2144.0
2025-11-22,Casablanca,Farines,Farine de blé T55 25kg,4,172.0,688.0
2025-11-22,Casablanca,Farines,Farine de blé T55 25kg,6,172.0,1032.0
2025-11-22,Casablanca,Laitiers,Fromage fondu x48,2,158.0,316.0
2025-11-22,Casablanca,Biscuiterie,Biscuits fourrés x36,11,109.25,1201.75
2025-11-22,Rabat,Boissons,Jus d'orange 1L x12,5,105.0,525.0
2025-11-22,Rabat,Huiles,Huile de tournesol 5L,32,92.0,2944.0
2025-11-23,Casablanca,Riz & Pâtes,Couscous moyen 25kg,15,242.25,3633.75
2025-11-23,Casablanca,Condiments,Olives vertes 5kg,5,110.0,550.0
2025-11-23,Casablanca,Laitiers,Beurre 200g x40,2,296.0,592.0
2025-11-23,Casablanca,Laitiers,Lait UHT 1L x12,19,85.5,1624.5
2025-11-23,Marrakech,Farines,Farine de blé T45 10kg,1,75.0,75.0
2025-11-24,Rabat,Sucres,Sucre en morceaux 5kg,27,47.0,1269.0
2025-11-24,Marrakech,Biscuiterie,Chocolat tablette 100g x50,10,220.0,2200.0
2025-11-24,Marrakech,Condiments,Olives vertes 5kg,18,104.5,1881.0
2025-11-24,Casablanca,Légumineuses,Pois chiches 1kg x12,5,118.0,590.0
2025-11-24,Casablanca,Conserves,Tomate concentrée 4.5kg x6,1,240.0,240.0
2025-11-24,Casablanca,Riz & Pâtes,Riz long grain 25kg,8,285.0,2280.0
2025-11-24,Casablanca,Thés & Cafés,Café moulu 1kg,13,125.0,1625.0
2025-11-24,Rabat,Farines,Farine de blé T45 10kg,20,75.0,1500.0
2025-11-24,Marrakech,Condiments,Vinaigre 1L x12,2,54.0,108.0
2025-11-24,Casablanca,Condiments,Sel de table 1kg x24,7,46.0,322.0
2025-11-24,Casablanca,Huiles,Huile d'olive extra vierge 1L,16,89.0,1424.0
2025-11-24,Rabat,Laitiers,Fromage fondu x48,12,158.0,1896.0
2025-11-25,Rabat,Sucres,Sucre granulé 50kg,2,355.0,710.0
2025-11-25,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,2,245.0,490.0
2025-11-25,Marrakech,Laitiers,Beurre 200g x40,4,296.0,1184.0
2025-11-25,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,22,232.75,5120.5
2025-11-25,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,4,160.0,640.0
2025-11-25,Rabat,Légumineuses,Pois chiches 1kg x12,9,118.0,1062.0
2025-11-25,Casablanca,Condiments,Sel de table 1kg x24,4,46.0,184.0
2025-11-26,Rabat,Huiles,Huile de tournesol 5L,5,92.0,460.0
2025-11-26,Rabat,Huiles,Huile d'olive extra vierge 1L,9,89.0,801.0
2025-11-26,Rabat,Laitiers,Lait UHT 1L x12,4,90.0,360.0
2025-11-26,Casablanca,Boissons,Soda cola 1L x12,3,99.0,297.0
2025-11-26,Casablanca,Sucres,Sucre en morceaux 5kg,9,47.0,423.0
2025-11-26,Marrakech,Conserves,Tomate concentrée 4.5kg x6,4,240.0,960.0
2025-11-26,Rabat,Biscuiterie,Biscuits fourrés x36,1,115.0,115.0
2025-11-26,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,9,245.0,2205.0
2025-11-26,Rabat,Épicerie sucrée,Confiture abricot 850g x12,1,160.0,160.0
2025-11-26,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,5,88.0,440.0
2025-11-26,Rabat,Épicerie sucrée,Miel pur 1kg x6,19,313.5,5956.5
2025-11-26,Casablanca,Sucres,Sucre en morceaux 5kg,2,47.0,94.0
2025-11-26,Casablanca,Condiments,Épices ras el hanout 500g x10,7,148.0,1036.0
2025-11-27,Casablanca,Thés & Cafés,Café moulu 1kg,11,125.0,1375.0
2025-11-27,Marrakech,Conserves,Tomate concentrée 4.5kg x6,8,240.0,1920.0
2025-11-27,Rabat,Conserves,Thon entier à l'huile x24,7,432.0,3024.0
2025-11-27,Rabat,Farines,Farine de blé T45 10kg,2,75.0,150.0
2025-11-28,Rabat,Laitiers,Lait en poudre 2.5kg,3,168.0,504.0
2025-11-28,Marrakech,Laitiers,Beurre 200g x40,9,296.0,2664.0
2025-11-28,Marrakech,Biscuiterie,Chocolat tablette 100g x50,1,220.0,220.0
2025-11-28,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,23,232.75,5353.25
2025-11-28,Casablanca,Légumineuses,Pois chiches 1kg x12,50,112.1,5605.0
2025-11-28,Casablanca,Farines,Farine de blé T55 25kg,5,172.0,860.0
2025-11-28,Marrakech,Condiments,Épices ras el hanout 500g x10,2,148.0,296.0
2025-11-28,Marrakech,Farines,Farine de blé T55 25kg,2,172.0,344.0
2025-11-28,Rabat,Sucres,Sucre granulé 50kg,10,355.0,3550.0
2025-11-28,Rabat,Condiments,Olives vertes 5kg,2,110.0,220.0
2025-11-28,Casablanca,Laitiers,Lait UHT 1L x12,5,90.0,450.0
2025-11-28,Rabat,Conserves,Thon entier à l'huile x24,28,432.0,12096.0
2025-11-28,Casablanca,Farines,Farine de blé T55 25kg,20,163.4,3268.0
2025-11-29,Casablanca,Boissons,Jus d'orange 1L x12,4,105.0,420.0
2025-11-29,Rabat,Huiles,Huile d'olive extra vierge 1L,5,89.0,445.0
2025-11-29,Casablanca,Huiles,Huile d'olive extra vierge 1L,27,84.55,2282.85
2025-11-29,Rabat,Condiments,Olives vertes 5kg,11,110.0,1210.0
2025-11-29,Rabat,Sucres,Sucre granulé 50kg,3,355.0,1065.0
2025-11-29,Casablanca,Laitiers,Lait UHT 1L x12,3,90.0,270.0
2025-11-29,Rabat,Condiments,Vinaigre 1L x12,10,54.0,540.0
2025-11-29,Rabat,Laitiers,Lait en poudre 2.5kg,5,168.0,840.0
2025-11-29,Rabat,Condiments,Sel de table 1kg x24,1,46.0,46.0
2025-11-29,Rabat,Conserves,Sardines à l'huile x50,4,268.0,1072.0
2025-11-29,Rabat,Conserves,Thon entier à l'huile x24,4,432.0,1728.0
2025-11-30,Marrakech,Thés & Cafés,Café moulu 1kg,21,118.75,2493.75
2025-11-30,Marrakech,Légumineuses,Lentilles vertes 1kg x12,3,126.0,378.0
2025-11-30,Marrakech,Riz & Pâtes,Pâtes spaghetti 500g x20,6,90.0,540.0
2025-11-30,Casablanca,Biscuiterie,Chocolat tablette 100g x50,3,220.0,660.0
2025-11-30,Marrakech,Conserves,Tomate concentrée 4.5kg x6,5,240.0,1200.0
2025-12-01,Rabat,Thés & Cafés,Café moulu 1kg,3,125.0,375.0
2025-12-01,Marrakech,Légumineuses,Haricots blancs 1kg x12,22,115.9,2549.8
2025-12-01,Rabat,Légumineuses,Pois chiches 1kg x12,2,118.0,236.0
2025-12-01,Casablanca,Biscuiterie,Gaufrettes chocolat x48,6,134.0,804.0
2025-12-01,Casablanca,Farines,Farine de blé T45 10kg,34,71.25,2422.5
2025-12-01,Casablanca,Condiments,Olives vertes 5kg,48,104.5,5016.0
2025-12-01,Marrakech,Thés & Cafés,Café moulu 1kg,7,125.0,875.0
2025-12-01,Marrakech,Sucres,Sucre granulé 50kg,8,355.0,2840.0
2025-12-01,Marrakech,Légumineuses,Lentilles vertes 1kg x12,1,126.0,126.0
2025-12-01,Casablanca,Biscuiterie,Biscuits fourrés x36,17,109.25,1857.25
2025-12-01,Casablanca,Biscuiterie,Biscuits fourrés x36,30,109.25,3277.5
2025-12-01,Rabat,Farines,Farine de blé T55 25kg,19,163.4,3104.6
2025-12-02,Marrakech,Biscuiterie,Gaufrettes chocolat x48,82,134.0,10988.0
2025-12-02,Rabat,Farines,Farine de blé T55 25kg,2,172.0,344.0
2025-12-02,Rabat,Condiments,Vinaigre 1L x12,6,54.0,324.0
2025-12-02,Marrakech,Sucres,Sucre en morceaux 5kg,2,47.0,94.0
2025-12-02,Casablanca,Légumineuses,Haricots blancs 1kg x12,3,122.0,366.0
2025-12-02,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,1,88.0,88.0
2025-12-02,Casablanca,Laitiers,Beurre 200g x40,2,296.0,592.0
2025-12-02,Casablanca,Épicerie sucrée,Miel pur 1kg x6,6,330.0,1980.0
2025-12-02,Casablanca,Condiments,Épices ras el hanout 500g x10,1,148.0,148.0
2025-12-02,Rabat,Riz & Pâtes,Couscous moyen 25kg,4,255.0,1020.0
2025-12-02,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,2,245.0,490.0
2025-12-02,Casablanca,Conserves,Tomate concentrée 4.5kg x6,9,240.0,2160.0
2025-12-02,Rabat,Boissons,Eau minérale 1.5L x6 (pack),2,27.0,54.0
2025-12-02,Casablanca,Farines,Farine de blé T55 25kg,2,172.0,344.0
2025-12-02,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,4,88.0,352.0
2025-12-02,Marrakech,Laitiers,Lait UHT 1L x12,8,90.0,720.0
2025-12-02,Marrakech,Biscuiterie,Biscuits fourrés x36,1,115.0,115.0
2025-12-03,Marrakech,Thés & Cafés,Café moulu 1kg,7,125.0,875.0
2025-12-03,Rabat,Biscuiterie,Biscuits fourrés x36,8,115.0,920.0
2025-12-03,Rabat,Boissons,Soda cola 1L x12,8,99.0,792.0
2025-12-03,Rabat,Laitiers,Lait UHT 1L x12,16,90.0,1440.0
2025-12-03,Casablanca,Condiments,Vinaigre 1L x12,4,54.0,216.0
2025-12-03,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,6,160.0,960.0
2025-12-03,Marrakech,Huiles,Huile d'olive extra vierge 1L,10,89.0,890.0
2025-12-03,Rabat,Boissons,Soda cola 1L x12,2,99.0,198.0
2025-12-03,Casablanca,Huiles,Huile de tournesol 5L,9,92.0,828.0
2025-12-03,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,3,360.0,1080.0
2025-12-03,Casablanca,Épicerie sucrée,Miel pur 1kg x6,5,330.0,1650.0
2025-12-03,Marrakech,Sucres,Sucre en morceaux 5kg,5,47.0,235.0
2025-12-04,Rabat,Huiles,Huile d'olive extra vierge 1L,5,89.0,445.0
